Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
13:12	k1m1		rc://*/ta/man/translate/translate-unknown	to the treasuries	1	This means the storerooms in the temple.
13:13	k1m3		rc://*/ta/man/translate/grammar-connect-time-sequential	And I appointed treasurers	1	In this context, the conjunction **And** indicates that this event took place after the event the story has just described. If it would be helpful in your language, you could show this relationship by using a word such as “then.”
13:13	k1m5		rc://*/ta/man/translate/translate-unknown	And I appointed treasurers over the treasuries	1	**Treasurers** means officials who would be responsible for the storerooms in the temple. Alternate translation: “I appointed these men to be responsible for the temple storerooms”
13:13	mu7f		rc://*/ta/man/translate/translate-names	Shelemiah the priest, and Zadok the scribe, and Pedaiah from the Levites	1	Shelmiah, Zadok, and Pedaiah are the names of men. As in [8:1](../08/01.md), where the word refers to Ezra, **scribe** means a teacher who has carefully studied the Law of Moses. **From the Levites** means that Pedaiah was one of the Levites. Alternate translation: “Shelemiah the priest, Zadok the scribe, and Pedaiah the Levite”
13:13	k1m7		rc://*/ta/man/translate/figs-metaphor	and at their hand was	1	**At their hand** is a figurative way of saying **assisting them** Alternate translation: “I appointed to be their assistant”
13:13	k1m9		rc://*/ta/man/translate/translate-names	Hanan, the son of Zaccur, the son of Mattaniah	1	Hanan is the name of a man, Zaccur is the name of his father, and Mattaniah is the name of his grandfather.
13:13	k1n1		rc://*/ta/man/translate/grammar-connect-logic-result	For	1	In this context, the conjunction **For** indicates that the sentence it introduces explains the reason for what the previous sentence described. Alternate translation: “I appointed them because”
13:13	e8x3		rc://*/ta/man/translate/figs-activepassive	they were considered faithful	1	If it would be helpful in your language, you could say this with an active form, and you could say who did the action. Alternate translation: “Everyone recognized that they were honest men”
13:13	k1n3		rc://*/ta/man/translate/figs-metaphor	and it was for them to apportion to their brothers	1	In this context, **brother** seems to be a figurative way of saying **fellow priests and Levites,** although it is possible that some of the biological brothers of the men listed were included in this group. **Apportion** means **give the portions,** meaning the support as described in [13:10](../13/10.md). Alternate translation: “their responsibility was to make sure that their fellow priests and Levites received the support that the law commanded the Israelites to provide”
13:14	v861		rc://*/ta/man/translate/figs-idiom	Remember me, my God, concerning this	1	In this context, **remember** means to think about someone and consider what action you can take on their behalf. Nehemiah is not suggesting that God has forgotten about him. Alternate translation: “please bless me, my God, for doing this”
13:14	k1n5		rc://*/ta/man/translate/figs-aside	Remember me, my God, concerning this	1	As in [4:4](../04/04.md), here Nehemiah stops addressing the audience of his story and speaks directly to God. You could indicate this by putting this verse in quotation marks. Review the note at [4:4](../04/04.md) about asides like this if that would be helpful.
13:14	k1n7		rc://*/ta/man/translate/figs-metaphor	and do not wipe out	1	Nehemiah speaks of his good deeds as if they were something written that could be erased. Alternate translation: “do not overlook”
13:14	k1n9		rc://*/ta/man/translate/figs-abstractnouns	my faithful kindness	1	The abstract noun **faithful kindness** here is the same as the term “covenant faithfulness” that Nehemiah applies to God in [1:5](../01/05.md), [9:17](../09/17.md), [9:32](../09/32.md), and [13:22](../13/22.md). It refers to a person consistently and dependably fulfilling the obligations they have accepted. If it would be helpful in your language, you could translate the idea behind this word with a phrase that would bring out this meaning. Alternate translation: “the way that I have consistently provided for”
13:14	k1o1		rc://*/ta/man/translate/figs-metaphor	for the house of my God	1	Nehemiah speaks of the temple as the **house of God** as if it were God’s dwelling place. Alternate translation: “your temple”
13:14	k1o3			and for its service watches	1	As in [12:9](../12/09.md) and [12:24](../12/24.md), the phrase **service watch** refers to the Levite singers. It means either an individual choir or a time on duty for the singers. Alternate translation: “and for the Levite singers”
