Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
18:14	xq5l		rc://*/ta/man/translate/figs-synecdoche	the Jews	1	See how you translated **to the Jews** in [18:12](../18/12.md).
18:14	fkx1			it would be better for one man to die on behalf of the people	1	See how you translated the similar clause in [11:50](../11/50.md).
18:14	uqs5		rc://*/ta/man/translate/figs-ellipsis	it would be better for one man to die on behalf of the people	1	Caiaphas is leaving out a clause that a sentence would need in many languages to be complete. If it would be helpful in your language, you could supply these words from his original statement in [11:50](../11/50.md). Alternate translation: “it would be better for one man to die on behalf of the people than to let the Romans kill all of the Jewish people”
18:15	xshi		rc://*/ta/man/translate/figs-explicit	another disciple followed Jesus. Now that disciple was known to the high priest, and he entered	1	Here, **another disciple** and **that disciple** could refer to: (1) the apostle John, who wrote this Gospel. This interpretation would mean that these phrases would be similar to the phrase “the other disciple, whom Jesus loved” that occurs in ([20:2](../20/02.md)). Alternate translation: “I, another disciple, followed Jesus. Now I was known to the high priest, and I entered” (2) an unknown disciple. Alternate translation: “a certain disciple, followed Jesus. Now that other disciple was known to the high priest, and he entered”
18:15	hch7		rc://*/ta/man/translate/figs-activepassive	Now that disciple was known to the high priest	1	If your language does not use the passive form in this way, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “Now the high priest knew that disciple”
18:15	sr05		rc://*/ta/man/translate/figs-explicit	to the high priest, & of the high priest	1	In verses 15–23, **the high priest** refers to Annas, which is indicated in [18:13](../18/13.md). It does not refer to Caiaphas. If this might confuse your readers, you could express the meaning explicitly. Alternate translation: “to the high priest Annas … of Annas”
18:16	o10j		rc://*/ta/man/translate/figs-explicit	the other disciple	1	See how you translated **the other disciple** in the previous verse.
18:16	utf4		rc://*/ta/man/translate/figs-activepassive	who was known to the high priest	1	If your language does not use the passive form in this way, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “whom the high priest knew”
18:17	xw8d		rc://*/ta/man/translate/figs-pastforfuture	says & says	-1	Here John uses the present tense in past narration in order to call attention to a development in the story.
18:17	r82l		rc://*/ta/man/translate/figs-rquestion	Are you not also from the disciples of this man	1	The **female servant** is using a rhetorical question here to emphasize that she believes **Peter** is one of Jesus’ **disciples**. If you would not use a rhetorical question for this purpose in your language, you could translate these words as a statement or an exclamation and communicate the emphasis in another way. Alternate translation: “You are certainly also from the disciples of this man!”
18:18	hbw6		rc://*/ta/man/translate/writing-background		0	In this verse John interrupts the main storyline in order to provide some background information about the people who were warming themselves around the fire. Use the natural form in your language for expressing background information.
18:18	g8xj		rc://*/ta/man/translate/figs-infostructure	Now the servants and the officers were standing there, having made a charcoal fire, for it was cold, and they were warming themselves	1	If it would be more natural in your language, you could change the order of these clauses. Alternate translation: “Now because it was cold, the servants and the officers had made a charcoal fire and were standing there, warming themselves”
18:18	bbe9		rc://*/ta/man/translate/figs-explicit	the servants	1	Here, **the servants** refers to the personal **servants** of the high priest. If it would be more natural in your language, you could state this explicitly. Alternate translation: “the servants of the high priest”
18:19	e8h3		rc://*/ta/man/translate/figs-explicit	the high priest	1	According to [18:13](../18/13.md) the **high priest** here is Annas. He would later send Jesus to Caiaphas in [18:24](../18/24.md). If this use of **high priest** might confuse your readers, you could state who the person is explicitly. Alternate translation: “Annas, the high priest”
18:20	h2kj		rc://*/ta/man/translate/figs-metonymy	to the world	1	Here Jesus uses **the world** to refer to all of the people in the world. If this use of **world** would be confusing in your language, you could express the meaning plainly. Alternate translation: “to all people”
18:20	ltlp		rc://*/ta/man/translate/figs-hyperbole	I have spoken openly to the world	1	Here, **to the world** is an exaggeration that Jesus uses to emphasize that he spoke publicly. If this would confuse your readers, you could use an equivalent expression from your language that shows emphasis. Alternate translation: “I have spoken openly to the people” or “I have spoken openly for everyone to hear”
18:20	s4k6		rc://*/ta/man/translate/figs-genericnoun	in a synagogue	1	Jesus is speaking of synagogues in general, not of one particular **synagogue**. If this would be misunderstood in your language, use a more natural phrase. Alternate translation: “in synagogues”
18:20	vcv3		rc://*/ta/man/translate/figs-hyperbole	where all the Jews come together	1	Here, **all the Jews** is an exaggeration that Jesus uses to emphasize that Jesus spoke where many Jewish people could hear him. If this would confuse your readers, you could use an equivalent expression from your language that shows emphasis. Alternate translation: “where so many Jews come together”
18:20	ebdf		rc://*/ta/man/translate/figs-explicit	the Jews	1	Here, **the Jews** refers to the Jewish people in general. It does not refer to the Jewish leaders. If this would be misunderstood in your language, you could express the meaning explicitly. Alternate translation: “the Jewish people”
18:21	dlu6		rc://*/ta/man/translate/figs-rquestion	Why do you ask me	1	Jesus is using a rhetorical question here to emphasize the truth of what he is saying. The Jewish law required the Jewish leaders to question witnesses first in legal cases. Therefore, Jesus is using this question to emphasize that the Jewish leaders are breaking their own law by questioning him instead of questioning witnesses. If you would not use a rhetorical question for this purpose in your language, you could translate his words as a statement or an exclamation and communicate the emphasis in another way. Alternate translation: “You should not be asking me these questions!”
