Reference	ID	Tags	SupportReference	Quote	GLQuote	Occurrence	Note
23:45	ssh2		rc://*/ta/man/translate/figs-explicit	τὸ καταπέτασμα τοῦ ναοῦ	the curtain of the temple	1	Luke assumes that his readers will know that he is referring to the curtain that separated the Most Holy Place from the rest of the temple. Alternate translation: “the curtain in front of the Most Holy Place”
23:45	ah4k		rc://*/ta/man/translate/figs-activepassive	ἐσχίσθη & τὸ καταπέτασμα τοῦ ναοῦ	the curtain of the temple was split	1	If it would be helpful in your language, you could express this with an active form, and you could state who did the action. Alternate translation: “God split the curtain of the temple”
23:45	m665		rc://*/ta/man/translate/figs-explicit	μέσον	in the middle	1	The implication, as the General Notes to this chapter explain, is that God tearing **the curtain** opened the way into the Most Holy Place. And so **in the middle** means not “across the middle,” from side to side, but “down through the middle,” from top to bottom. Alternate translation: “into two pieces, from top to bottom”
23:46	z1fq		rc://*/ta/man/translate/figs-idiom	φωνήσας φωνῇ μεγάλῃ	crying out with a loud voice	1	This is an idiom that means Jesus raised the volume of his **voice**. Alternate translation: “crying out loudly”
23:46	r4ub		rc://*/ta/man/translate/guidelines-sonofgodprinciples	Πάτερ	Father	1	**Father** is an important title for God. Alternate translation: “God my Father”
23:46	mix5		rc://*/ta/man/translate/figs-metonymy	εἰς χεῖράς σου παρατίθεμαι τὸ Πνεῦμά μου	into your hands I entrust my spirit	1	Jesus is using God’s **hands** to represent God’s care. Alternate translation: “I give my spirit to you, knowing you will care for it”
23:46	m666			τὸ Πνεῦμά μου	my spirit	1	The **spirit** of a person lives on after they die. So you could also translate this as a reference to Jesus’ life after death. Alternate translation: “my life”
23:46	bd6y		rc://*/ta/man/translate/figs-euphemism	ἐξέπνευσεν	he expired	1	Luke is describing the death of Jesus in a discreet way. Alternate translation: “he died”
23:47	p6lh		rc://*/ta/man/translate/figs-explicit	ὁ ἑκατοντάρχης	the centurion	1	The implication is that this was the Roman officer who was in charge of the other Roman soldiers who crucified Jesus. Alternate translation: “the Roman officer in charge of the crucifixion”
23:47	m667		rc://*/ta/man/translate/figs-explicit	τὸ γενόμενον	the thing having happened	1	This expression is singular and so it refers to the immediately preceding event, the death of Jesus. (The expression is plural in the next verse, where it refers to all of the events of the crucifixiion.) If it would be helpful to your readers, you could indicate that explicitly. Alternate translation: “how Jesus had entrusted his spirit to God when he died”
23:47	m668			ἐδόξαζεν τὸν Θεὸν λέγων	was glorifying God, saying	1	This means that the centurion **glorified God** by what he said. Alternate translation: “was bringing honor to God by saying”
23:47	c2ti			ὁ ἄνθρωπος οὗτος δίκαιος ἦν	this man was righteous	1	Alternate translation: “this man had not done anything wrong”
23:48	gt8y		rc://*/ta/man/translate/figs-explicit	συνπαραγενόμενοι & ἐπὶ τὴν θεωρίαν ταύτην	that had come together for this spectacle	1	The term **spectacle** describes something that people would look at. It refers here to the crucifixion of Jesus and the two criminals. Alternate translation: “who had gathered to watch the crucifixions”
23:48	whs7		rc://*/ta/man/translate/figs-explicit	ὑπέστρεφον	returned	1	The implication is that the people in the crowds **returned** to their homes. Alternate translation: “returned to their homes”
23:48	ft9q		rc://*/ta/man/translate/translate-symaction	τύπτοντες τὰ στήθη	beating their breasts	1	As in [18:13](../18/13.md), this was a physical expression of great sorrow. Alternate translation: “hitting their chests to express their great sorrow”
23:49	m669		rc://*/ta/man/translate/figs-nominaladj	πάντες οἱ γνωστοὶ αὐτῷ	all the ones acquainted with him	1	Luke is using the adjective **acquainted** as a noun in order to indicate a group of people. ULT adds the term **ones** to show this. Your language may use adjectives in the same way. If not, you could translate this with an equivalent expression. Alternate translation: “all the people who knew Jesus”
23:49	m670		rc://*/ta/man/translate/figs-explicit	πάντες οἱ γνωστοὶ αὐτῷ	all the ones acquainted with him	1	These means implicitly all the people in the crowd that had come to watch the crucifixion who knew Jesus. It does not mean the disciples, since they had fled and were hiding. Rather, it means other people in Jerusalem who knew Jesus personally, which could include people such as the ones who lent him the colt in [19:30–33](../19/30.md) and the one who provided the room for the Passover meal in [22:11–13](../22/11.md). If it would be helpful to your readers, you could state that explicitly. Alternate translation: “all the people in the crowd who knew Jesus”
23:49	xzh8		rc://*/ta/man/translate/figs-explicit	γυναῖκες αἱ συνακολουθοῦσαι αὐτῷ ἀπὸ τῆς Γαλιλαίας	the women following him from Galilee	1	Here, **followed** does not have the figurative meaning of “became a disciple.” Rather, the implication is that the women whom Luke describes in [8:2–3](../08/02.md), who accompanied Jesus and his disciples and provided for them out of their own means, had traveled with the group here to Jerusalem. Alternate translation: “the women who helped Jesus and his disciples, who had traveled with him from Galilee”
23:49	s74u			ταῦτα	these things	1	Alternate translation: “what happened”
23:50	cbj7		rc://*/ta/man/translate/figs-metaphor	ἰδοὺ	behold	1	Luke uses the term **behold** to call the reader’s attention to what he is about to say. Your language may have a similar expression that you can use here.
23:50	ud7p		rc://*/ta/man/translate/writing-participants	ἀνὴρ ὀνόματι Ἰωσὴφ, βουλευτὴς ὑπάρχων, ἀνὴρ ἀγαθὸς καὶ δίκαιος	a man, Joseph by name, being a council member, a good and righteous man	1	Luke uses this phrase to introduce a new character into the story. If your language has its own way of doing that, you could use it here in your translation. It may be helpful to make this more than one sentence. Alternate translation: “there was a man named Joseph who was a member of the Sanhedrin. He was a good and righteous man”
23:50	m671		rc://*/ta/man/translate/translate-names	Ἰωσὴφ	Joseph	1	**Joseph** is the name of a man.
23:50	wx2z		rc://*/ta/man/translate/figs-explicit	βουλευτὴς	a council member	1	The term **council** refers implicitly to the Sanhedrin, the Jewish ruling council whose name Luke provides in [22:66](../22/66.md). You could use that name here. If so, see how you translated this phrase there.
23:50	m672		rc://*/ta/man/translate/figs-doublet	ἀνὴρ ἀγαθὸς καὶ δίκαιος	a good and righteous man	1	The terms **good** and **righteous** mean similar things. Luke may be using repetition for emphasis. Alternate translation: “a very upright man”
23:51	m673		rc://*/ta/man/translate/writing-background	(οὗτος οὐκ ἦν συνκατατεθειμένος τῇ βουλῇ καὶ τῇ πράξει αὐτῶν)	this one had not agreed with the council and their action	1	Luke provides this background information about Joseph to help readers understand what happens in the next verse, when Joseph asks Pilate for permission to bury Jesus’ body. It may be helpful to make this a continuation of the last sentence in the previous verse, since it also shows that Joseph was a “good and righteous man,” as that sentence says. Alternate translation: “who had not agreed with the action of the council”
